"","eppocode","pests_eppocode","idclass","labelclass","fullname"
"4891","ERYCA","PLADBR",9,"Host","Plasmodiophora brassicae (as Brassicaceae)"
"4892","ERYCA","LEPTMA",9,"Host","Plenodomus lingam (as Brassicaceae)"
"4893","ERYCA","PSYICH",9,"Host","Psylliodes chrysocephala (as Brassicaceae)"
"4894","ERYCA","SPODMA",9,"Host","Spodoptera mauritia (as Brassicaceae)"
"4895","ERYCA","TATOAU",9,"Host","Tatochila autodice (as Brassicaceae)"
"4896","ERYCA","TYLOBR",9,"Host","Tyloderma brassicae (as Brassicaceae)"
"4897","ERYCA","XYLEFA",9,"Host","Xylella fastidiosa (as Erysimum)"
"4898","ERYCA","XYLEFF",9,"Host","Xylella fastidiosa subsp. fastidiosa (as Erysimum)"
"4899","ERYCA","SPIRCI",6,"Wild/Weed","Spiroplasma citri (as Brassicaceae)"
"4900","POAIN","MELGMI",1,"Major host","Meloidogyne minor (as Poa)"
"4901","POAIN","NEPHNI",6,"Wild/Weed","Nephotettix nigropictus (as Poa)"
"4902","POAIN","NEPHIM",6,"Wild/Weed","Nephotettix virescens (as Poa)"
"4903","RUBSI","ACLRNI",9,"Host","Acleris nishidai (as Rubus)"
"4904","RUBSI","ANOLCN",9,"Host","Anoplophora chinensis (as Rubus)"
"4905","RUBSI","ANTHBI",9,"Host","Anthonomus bisignifer (as Rubus)"
"4906","RUBSI","APMV00",9,"Host","Apple mosaic virus (as Rubus)"
"4907","RUBSI","APRIGE",9,"Host","Apriona germari (as Rubus)"
"4908","RUBSI","PHYPRU",9,"Host","'Candidatus Phytoplasma rubi' (as Rubus)"
"4909","RUBSI","CERTQI",9,"Host","Ceratitis quilicii (as Rubus)"
"4910","RUBSI","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Rubus)"
"4911","RUBSI","RBDV00",9,"Host","Idaeovirus rubi (as Rubus)"
"4912","RUBSI","INSV00",9,"Host","Impatiens necrotic spot virus (as Rubus)"
"4913","RUBSI","MONIFG",9,"Host","Monilinia fructigena (as Rubus)"
"4914","RUBSI","ARMV00",9,"Host","Nepovirus arabis (as Rubus)"
"4915","RUBSI","CLRV00",9,"Host","Nepovirus avii (as Rubus)"
"4916","RUBSI","TBRV00",9,"Host","Nepovirus nigranuli (as Rubus)"
"4917","RUBSI","RPRSV0",9,"Host","Nepovirus rubi (as Rubus)"
"4918","RUBSI","PHYTCR",9,"Host","Phytophthora cryptogea (as Rubus)"
"4919","RUBSI","CORBFA",9,"Host","Rhodococcus fascians (as Rubus)"
"4920","RUBSI","RICASC",9,"Host","Ricania speculum (as Rubus)"
"4921","RUBSI","SCITAU",9,"Host","Scirtothrips aurantii (as Rubus)"
"4922","RUBSI","SLRSV0",9,"Host","Stralarivirus fragariae (as Rubus)"
"4923","RUBSI","THRIIM",9,"Host","Thrips imaginis (as Rubus)"
"4924","RUBSI","THRIPL",9,"Host","Thrips palmi (as Rubus)"
"4925","RUBSI","TSVBL0",9,"Host","Tobacco streak virus black raspberry latent strain (as Rubus)"
"4926","RUBSI","HEMELE",1,"Major host","Orgyia leucostigma (as Rubus)"
"4927","RUBSI","PERORU",1,"Major host","Peronospora rubi (as Rubus)"
"4928","RUBSI","HAMALO",6,"Wild/Weed","Hamaspora longissima (as Rubus)"
"4929","LUPHU","PHAKPA",9,"Host","Phakopsora pachyrhizi (as Lupinus)"
"4930","LUPHU","HETDGL",6,"Wild/Weed","Heterodera glycines"
"4931","TRFMK","PHYPTR",9,"Host","'Candidatus Phytoplasma trifolii' (as Trifolium)"
"4932","TRFMK","HELIVI",9,"Host","Chloridea virescens (as Trifolium)"
"4933","TRFMK","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Trifolium)"
"4934","TRFMK","DITYDE",9,"Host","Ditylenchus destructor (as Trifolium)"
"4935","TRFMK","TORTPO",9,"Host","Epiphyas postvittana (as Trifolium)"
"4936","TRFMK","FUSAAL",9,"Host","Fusarium oxysporum f. sp. albedinis (as Trifolium)"
"4937","TRFMK","HALODE",9,"Host","Halotydeus destructor (as Trifolium)"
"4938","TRFMK","HELIZE",9,"Host","Helicoverpa zea (as Trifolium)"
"4939","TRFMK","HYPRPO",9,"Host","Hypera postica (as Trifolium)"
"4940","TRFMK","LIRITR",9,"Host","Liriomyza trifolii (as Trifolium)"
"4941","TRFMK","GRAGLE",9,"Host","Naupactus leucoloma (as Trifolium)"
"4942","TRFMK","NAUPXA",9,"Host","Naupactus xanthographus (as Trifolium)"
"4943","TRFMK","HEMELE",9,"Host","Orgyia leucostigma (as Trifolium)"
"4944","TRFMK","PRODPR",9,"Host","Spodoptera praefica (as Trifolium)"
"4945","TRFMK","EOTELE",6,"Wild/Weed","Eotetranychus lewisi (as Trifolium)"
"4946","IUPOB","GYMNGL",3,"Alternate","Gymnosporangium globosum (as Juniperus)"
"4947","IUPOB","GYMNJV",3,"Alternate","Gymnosporangium juniperi-virginianae (as Juniperus)"
"4948","IUPOB","POTECO",9,"Host","Allantophomopsiella pseudotsugae (as Juniperus)"
"4949","IUPOB","ASCXEP",9,"Host","Aschistonyx eppoi (as Juniperus)"
"4950","IUPOB","PHECPI",9,"Host","Chionaspis pinifoliae (as Juniperus)"
"4951","IUPOB","CHONFU",9,"Host","Choristoneura fumiferana (as Juniperus)"
"4952","IUPOB","TODOCU",9,"Host","Cinara curvipes (as Juniperus)"
"4953","IUPOB","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Juniperus)"
"4954","IUPOB","HETEIR",9,"Host","Heterobasidion irregulare (as Juniperus)"
"4955","IUPOB","OLIGPD",9,"Host","Oligonychus perditus (as Juniperus)"
"4956","IUPOB","PHYTCN",9,"Host","Phytophthora cinnamomi (as Cupressaceae)"
"4957","IUPOB","SEIRCA",9,"Host","Seiridium cardinale (as Juniperus)"
"4958","IUPOB","PRODOR",9,"Host","Spodoptera ornithogalli (as Juniperus)"
"4959","IUPOB","STIGDE",9,"Host","Stigmina deflectens (as Juniperus)"
"4960","IUPOB","SPNACU",1,"Major host","Siphonatrophia cupressi (as Juniperus)"
"4961","IUPNA","GYMNGL",3,"Alternate","Gymnosporangium globosum (as Juniperus)"
"4962","IUPNA","GYMNJV",3,"Alternate","Gymnosporangium juniperi-virginianae (as Juniperus)"
"4963","IUPNA","POTECO",9,"Host","Allantophomopsiella pseudotsugae (as Juniperus)"
"4964","IUPNA","ASCXEP",9,"Host","Aschistonyx eppoi (as Juniperus)"
"4965","IUPNA","PHECPI",9,"Host","Chionaspis pinifoliae (as Juniperus)"
"4966","IUPNA","CHONFU",9,"Host","Choristoneura fumiferana (as Juniperus)"
"4967","IUPNA","TODOCU",9,"Host","Cinara curvipes (as Juniperus)"
"4968","IUPNA","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Juniperus)"
"4969","IUPNA","HETEIR",9,"Host","Heterobasidion irregulare (as Juniperus)"
"4970","IUPNA","OLIGPD",9,"Host","Oligonychus perditus (as Juniperus)"
"4971","IUPNA","PHYTCN",9,"Host","Phytophthora cinnamomi (as Cupressaceae)"
"4972","IUPNA","SEIRCA",9,"Host","Seiridium cardinale (as Juniperus)"
"4973","IUPNA","PRODOR",9,"Host","Spodoptera ornithogalli (as Juniperus)"
"4974","IUPNA","STIGDE",9,"Host","Stigmina deflectens (as Juniperus)"
"4975","IUPNA","SPNACU",1,"Major host","Siphonatrophia cupressi (as Juniperus)"
"4976","TRFRN","PHYPTR",9,"Host","'Candidatus Phytoplasma trifolii' (as Trifolium)"
"4977","TRFRN","HELIVI",9,"Host","Chloridea virescens (as Trifolium)"
"4978","TRFRN","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Trifolium)"
"4979","TRFRN","DITYDE",9,"Host","Ditylenchus destructor (as Trifolium)"
"4980","TRFRN","TORTPO",9,"Host","Epiphyas postvittana (as Trifolium)"
"4981","TRFRN","FUSAAL",9,"Host","Fusarium oxysporum f. sp. albedinis (as Trifolium)"
"4982","TRFRN","HALODE",9,"Host","Halotydeus destructor (as Trifolium)"
"4983","TRFRN","HELIZE",9,"Host","Helicoverpa zea (as Trifolium)"
"4984","TRFRN","HYPRPO",9,"Host","Hypera postica (as Trifolium)"
"4985","TRFRN","LIRITR",9,"Host","Liriomyza trifolii (as Trifolium)"
"4986","TRFRN","GRAGLE",9,"Host","Naupactus leucoloma (as Trifolium)"
"4987","TRFRN","NAUPXA",9,"Host","Naupactus xanthographus (as Trifolium)"
"4988","TRFRN","HEMELE",9,"Host","Orgyia leucostigma (as Trifolium)"
"4989","TRFRN","PRODPR",9,"Host","Spodoptera praefica (as Trifolium)"
"4990","TRFRN","EOTELE",6,"Wild/Weed","Eotetranychus lewisi (as Trifolium)"
"4991","MEDCA",NA,9,"Host",NA
"4992","LTHNU","PSDMPI",10,"Experimental","Pseudomonas syringae pv. pisi (as Lathyrus)"
"4993","LTHNU","LIRISA",9,"Host","Liriomyza sativae (as Lathyrus)"
"4994","LTHNU","LIRITR",9,"Host","Liriomyza trifolii (as Lathyrus)"
"4995","CLDTR","HELIZE",9,"Host","Helicoverpa zea (as Calendula)"
"4996","CLDTR","HETRAR",9,"Host","Heteronychus arator (as Calendula)"
"4997","CLDTR","PRODOR",9,"Host","Spodoptera ornithogalli (as Calendula)"
"4998","MNLOD",NA,9,"Host",NA
"4999","TIEIX",NA,9,"Host",NA
"5000","LUPPH","PHAKPA",9,"Host","Phakopsora pachyrhizi (as Lupinus)"
"5001","AATSI",NA,9,"Host",NA
"5002","OMRAR","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain (as Apiaceae)"
"5003","OMRAR","MARGVI",6,"Wild/Weed","Margarodes vitis (as Apiaceae)"
"5004","DODVC",NA,9,"Host",NA
"5005","DODAS",NA,9,"Host",NA
"5006","ROBAM","ANOLCN",9,"Host","Anoplophora chinensis (as Robinia)"
"5007","ROBAM","PLTPMU",9,"Host","Megaplatypus mutatus (as Robinia)"
"5008","LYOAN",NA,9,"Host",NA
"5009","LYOAA",NA,9,"Host",NA
"5010","LYODU",NA,9,"Host",NA
"5011","EQUWI",NA,9,"Host",NA
"5012","EQUDY",NA,9,"Host",NA
"5013","BRSCR","PYDV00",10,"Experimental","Alphanucleorhabdovirus tuberosum (as Brassicaceae)"
"5014","BRSCR","ADORSI",9,"Host","Adoretus sinicus (as Brassica)"
"5015","BRSCR","AGRBTU",9,"Host","Agrobacterium tumefaciens (as Brassica)"
"5016","BRSCR","AGROSE",9,"Host","Agrotis segetum (as Brassicaceae)"
"5017","BRSCR","ALEUPR",9,"Host","Aleyrodes proletella (as Brassica)"
"5018","BRSCR","ATALCO",9,"Host","Athalia rosae (as Brassicaceae)"
"5019","BRSCR","BEMITA",9,"Host","Bemisia tabaci (as Brassicaceae)"
"5020","BRSCR","CEUTPL",9,"Host","Ceutorhynchus assimilis (as Brassicaceae)"
"5021","BRSCR","CEUTSL",9,"Host","Ceutorhynchus sulcicollis (as Brassicaceae)"
"5022","BRSCR","CONTNA",9,"Host","Contarinia nasturtii (as Brassicaceae)"
"5023","BRSCR","HYLEFL",9,"Host","Delia floralis (as Brassica)"
"5024","BRSCR","HYLEFL",9,"Host","Delia floralis (as Brassicaceae)"
"5025","BRSCR","HYLEFG",9,"Host","Delia florilega (as Brassicaceae)"
"5026","BRSCR","HYLEPL",9,"Host","Delia platura (as Brassicaceae)"
"5027","BRSCR","EURDOL",9,"Host","Eurydema oleraceum (as Brassicaceae)"
"5028","BRSCR","EURDOR",9,"Host","Eurydema ornata (as Brassicaceae)"
"5029","BRSCR","HELPRU",9,"Host","Helophorus rufipes (as Brassicaceae)"
"5030","BRSCR","HETDSC",9,"Host","Heterodera schachtii (as Brassica)"
"5031","BRSCR","LIRITR",9,"Host","Liriomyza trifolii (as Brassica)"
"5032","BRSCR","BARABR",9,"Host","Mamestra brassicae (as Brassica)"
"5033","BRSCR","PALEMA",9,"Host","Nephrotoma appendiculata (as Brassicaceae)"
"5034","BRSCR","NYSIHU",9,"Host","Nysius huttoni (as Brassica)"
"5035","BRSCR","OMOPLE",9,"Host","Omophlus lepturoides (as Brassica)"
"5036","BRSCR","OTALLA",9,"Host","Otala lactea (as Brassicaceae)"
"5037","BRSCR","PHYEAT",9,"Host","Phyllotreta atra (as Brassicaceae)"
"5038","BRSCR","PHYECR",9,"Host","Phyllotreta cruciferae (as Brassicaceae)"
"5039","BRSCR","PHYYRU",9,"Host","Phytomyza rufipes (as Brassicaceae)"
"5040","BRSCR","PIERBR",9,"Host","Pieris brassicae (as Brassica)"
"5041","BRSCR","PIERBR",9,"Host","Pieris brassicae (as Brassicaceae)"
"5042","BRSCR","PLADBR",9,"Host","Plasmodiophora brassicae (as Brassica)"
"5043","BRSCR","PLADBR",9,"Host","Plasmodiophora brassicae (as Brassicaceae)"
"5044","BRSCR","LEPTMA",9,"Host","Plenodomus lingam (as Brassicaceae)"
"5045","BRSCR","PSYICH",9,"Host","Psylliodes chrysocephala (as Brassicaceae)"
"5046","BRSCR","SPODMA",9,"Host","Spodoptera mauritia (as Brassicaceae)"
"5047","BRSCR","TATOAU",9,"Host","Tatochila autodice (as Brassicaceae)"
"5048","BRSCR","TOCV00",9,"Host","Tomato chlorosis virus (as Brassica)"
"5049","BRSCR","TYLOBR",9,"Host","Tyloderma brassicae (as Brassicaceae)"
"5050","BRSCR","BAGRHI",1,"Major host","Bagrada hilaris (as Brassica)"
"5051","BRSCR","SPIRCI",6,"Wild/Weed","Spiroplasma citri (as Brassicaceae)"
"5052","RUMAM",NA,9,"Host",NA
"5053","CHESH","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain (as Chenopodioideae)"
"5054","CHESH","TSVP00",10,"Experimental","Tobacco streak ilarvirus potato strain (as Chenopodioideae)"
"5055","CHESH","SPIRCI",6,"Wild/Weed","Spiroplasma citri (as Chenopodioideae)"
"5056","CHEPB","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain (as Chenopodioideae)"
"5057","CHEPB","TSVP00",10,"Experimental","Tobacco streak ilarvirus potato strain (as Chenopodioideae)"
"5058","CHEPB","BLCV00",6,"Wild/Weed","Beet leaf curl virus (as Chenopodium)"
"5059","CHEPB","HELIZE",6,"Wild/Weed","Helicoverpa zea (as Chenopodium)"
"5060","CHEPB","LIXUJU",6,"Wild/Weed","Lixus juncii (as Chenopodium)"
"5061","CHEPB","SPIRCI",6,"Wild/Weed","Spiroplasma citri (as Chenopodioideae)"
"5062","CHEPB","TOTV00",6,"Wild/Weed","Torradovirus lycopersici (as Chenopodium)"
"5063","CCLPY","PYDV00",10,"Experimental","Alphanucleorhabdovirus tuberosum (as Brassicaceae)"
"5064","CCLPY","AGROSE",9,"Host","Agrotis segetum (as Brassicaceae)"
"5065","CCLPY","ATALCO",9,"Host","Athalia rosae (as Brassicaceae)"
"5066","CCLPY","BEMITA",9,"Host","Bemisia tabaci (as Brassicaceae)"
"5067","CCLPY","CEUTPL",9,"Host","Ceutorhynchus assimilis (as Brassicaceae)"
"5068","CCLPY","CEUTSL",9,"Host","Ceutorhynchus sulcicollis (as Brassicaceae)"
"5069","CCLPY","CONTNA",9,"Host","Contarinia nasturtii (as Brassicaceae)"
"5070","CCLPY","HYLEFL",9,"Host","Delia floralis (as Brassicaceae)"
"5071","CCLPY","HYLEFG",9,"Host","Delia florilega (as Brassicaceae)"
"5072","CCLPY","HYLEPL",9,"Host","Delia platura (as Brassicaceae)"
"5073","CCLPY","EURDOL",9,"Host","Eurydema oleraceum (as Brassicaceae)"
"5074","CCLPY","EURDOR",9,"Host","Eurydema ornata (as Brassicaceae)"
"5075","CCLPY","HELPRU",9,"Host","Helophorus rufipes (as Brassicaceae)"
"5076","CCLPY","PALEMA",9,"Host","Nephrotoma appendiculata (as Brassicaceae)"
"5077","CCLPY","OTALLA",9,"Host","Otala lactea (as Brassicaceae)"
"5078","CCLPY","PHYEAT",9,"Host","Phyllotreta atra (as Brassicaceae)"
"5079","CCLPY","PHYECR",9,"Host","Phyllotreta cruciferae (as Brassicaceae)"
"5080","CCLPY","PHYYRU",9,"Host","Phytomyza rufipes (as Brassicaceae)"
"5081","CCLPY","PIERBR",9,"Host","Pieris brassicae (as Brassicaceae)"
"5082","CCLPY","PLADBR",9,"Host","Plasmodiophora brassicae (as Brassicaceae)"
"5083","CCLPY","LEPTMA",9,"Host","Plenodomus lingam (as Brassicaceae)"
"5084","CCLPY","PSYICH",9,"Host","Psylliodes chrysocephala (as Brassicaceae)"
"5085","CCLPY","SPODMA",9,"Host","Spodoptera mauritia (as Brassicaceae)"
"5086","CCLPY","TATOAU",9,"Host","Tatochila autodice (as Brassicaceae)"
"5087","CCLPY","TYLOBR",9,"Host","Tyloderma brassicae (as Brassicaceae)"
"5088","CCLPY","SPIRCI",6,"Wild/Weed","Spiroplasma citri (as Brassicaceae)"
"5089","CCLSC","PYDV00",10,"Experimental","Alphanucleorhabdovirus tuberosum (as Brassicaceae)"
"5090","CCLSC","AGROSE",9,"Host","Agrotis segetum (as Brassicaceae)"
"5091","CCLSC","ATALCO",9,"Host","Athalia rosae (as Brassicaceae)"
"5092","CCLSC","BEMITA",9,"Host","Bemisia tabaci (as Brassicaceae)"
"5093","CCLSC","CEUTPL",9,"Host","Ceutorhynchus assimilis (as Brassicaceae)"
"5094","CCLSC","CEUTSL",9,"Host","Ceutorhynchus sulcicollis (as Brassicaceae)"
"5095","CCLSC","CONTNA",9,"Host","Contarinia nasturtii (as Brassicaceae)"
"5096","CCLSC","HYLEFL",9,"Host","Delia floralis (as Brassicaceae)"
"5097","CCLSC","HYLEFG",9,"Host","Delia florilega (as Brassicaceae)"
"5098","CCLSC","HYLEPL",9,"Host","Delia platura (as Brassicaceae)"
"5099","CCLSC","EURDOL",9,"Host","Eurydema oleraceum (as Brassicaceae)"
"5100","CCLSC","EURDOR",9,"Host","Eurydema ornata (as Brassicaceae)"
"5101","CCLSC","HELPRU",9,"Host","Helophorus rufipes (as Brassicaceae)"
"5102","CCLSC","PALEMA",9,"Host","Nephrotoma appendiculata (as Brassicaceae)"
"5103","CCLSC","OTALLA",9,"Host","Otala lactea (as Brassicaceae)"
"5104","CCLSC","PHYEAT",9,"Host","Phyllotreta atra (as Brassicaceae)"
"5105","CCLSC","PHYECR",9,"Host","Phyllotreta cruciferae (as Brassicaceae)"
"5106","CCLSC","PHYYRU",9,"Host","Phytomyza rufipes (as Brassicaceae)"
"5107","CCLSC","PIERBR",9,"Host","Pieris brassicae (as Brassicaceae)"
"5108","CCLSC","PLADBR",9,"Host","Plasmodiophora brassicae (as Brassicaceae)"
"5109","CCLSC","LEPTMA",9,"Host","Plenodomus lingam (as Brassicaceae)"
"5110","CCLSC","PSYICH",9,"Host","Psylliodes chrysocephala (as Brassicaceae)"
"5111","CCLSC","SPODMA",9,"Host","Spodoptera mauritia (as Brassicaceae)"
"5112","CCLSC","TATOAU",9,"Host","Tatochila autodice (as Brassicaceae)"
"5113","CCLSC","TYLOBR",9,"Host","Tyloderma brassicae (as Brassicaceae)"
"5114","CCLSC","SPIRCI",6,"Wild/Weed","Spiroplasma citri (as Brassicaceae)"
"5115","CCLAE","PYDV00",10,"Experimental","Alphanucleorhabdovirus tuberosum (as Brassicaceae)"
"5116","CCLAE","AGROSE",9,"Host","Agrotis segetum (as Brassicaceae)"
"5117","CCLAE","ATALCO",9,"Host","Athalia rosae (as Brassicaceae)"
"5118","CCLAE","BEMITA",9,"Host","Bemisia tabaci (as Brassicaceae)"
"5119","CCLAE","CEUTPL",9,"Host","Ceutorhynchus assimilis (as Brassicaceae)"
"5120","CCLAE","CEUTSL",9,"Host","Ceutorhynchus sulcicollis (as Brassicaceae)"
"5121","CCLAE","CONTNA",9,"Host","Contarinia nasturtii (as Brassicaceae)"
"5122","CCLAE","HYLEFL",9,"Host","Delia floralis (as Brassicaceae)"
"5123","CCLAE","HYLEFG",9,"Host","Delia florilega (as Brassicaceae)"
"5124","CCLAE","HYLEPL",9,"Host","Delia platura (as Brassicaceae)"
"5125","CCLAE","EURDOL",9,"Host","Eurydema oleraceum (as Brassicaceae)"
"5126","CCLAE","EURDOR",9,"Host","Eurydema ornata (as Brassicaceae)"
"5127","CCLAE","HELPRU",9,"Host","Helophorus rufipes (as Brassicaceae)"
"5128","CCLAE","PALEMA",9,"Host","Nephrotoma appendiculata (as Brassicaceae)"
"5129","CCLAE","OTALLA",9,"Host","Otala lactea (as Brassicaceae)"
"5130","CCLAE","PHYEAT",9,"Host","Phyllotreta atra (as Brassicaceae)"
"5131","CCLAE","PHYECR",9,"Host","Phyllotreta cruciferae (as Brassicaceae)"
"5132","CCLAE","PHYYRU",9,"Host","Phytomyza rufipes (as Brassicaceae)"
"5133","CCLAE","PIERBR",9,"Host","Pieris brassicae (as Brassicaceae)"
"5134","CCLAE","PLADBR",9,"Host","Plasmodiophora brassicae (as Brassicaceae)"
"5135","CCLAE","LEPTMA",9,"Host","Plenodomus lingam (as Brassicaceae)"
"5136","CCLAE","PSYICH",9,"Host","Psylliodes chrysocephala (as Brassicaceae)"
"5137","CCLAE","SPODMA",9,"Host","Spodoptera mauritia (as Brassicaceae)"
"5138","CCLAE","TATOAU",9,"Host","Tatochila autodice (as Brassicaceae)"
"5139","CCLAE","TYLOBR",9,"Host","Tyloderma brassicae (as Brassicaceae)"
"5140","CCLAE","SPIRCI",6,"Wild/Weed","Spiroplasma citri (as Brassicaceae)"
"5141","BRSOB","PYDV00",10,"Experimental","Alphanucleorhabdovirus tuberosum (as Brassicaceae)"
"5142","BRSOB","TOMMV0",10,"Experimental","Tomato mottle mosaic virus"
"5143","BRSOB","ADORSI",9,"Host","Adoretus sinicus (as Brassica)"
"5144","BRSOB","AGRBTU",9,"Host","Agrobacterium tumefaciens (as Brassica)"
"5145","BRSOB","AGROSE",9,"Host","Agrotis segetum (as Brassicaceae)"
"5146","BRSOB","ALEUPR",9,"Host","Aleyrodes proletella (as Brassica)"
"5147","BRSOB","ATALCO",9,"Host","Athalia rosae (as Brassicaceae)"
"5148","BRSOB","BEMITA",9,"Host","Bemisia tabaci (as Brassicaceae)"
"5149","BRSOB","CEUTPL",9,"Host","Ceutorhynchus assimilis (as Brassicaceae)"
"5150","BRSOB","CEUTSL",9,"Host","Ceutorhynchus sulcicollis (as Brassicaceae)"
"5151","BRSOB","CONTNA",9,"Host","Contarinia nasturtii (as Brassicaceae)"
"5152","BRSOB","HYLEFL",9,"Host","Delia floralis"
"5153","BRSOB","HYLEFL",9,"Host","Delia floralis (as Brassica)"
"5154","BRSOB","HYLEFL",9,"Host","Delia floralis (as Brassicaceae)"
"5155","BRSOB","HYLEFG",9,"Host","Delia florilega (as Brassicaceae)"
"5156","BRSOB","HYLEPL",9,"Host","Delia platura (as Brassicaceae)"
"5157","BRSOB","DITYDI",9,"Host","Ditylenchus dipsaci"
"5158","BRSOB","EURDOL",9,"Host","Eurydema oleraceum (as Brassicaceae)"
"5159","BRSOB","EURDOR",9,"Host","Eurydema ornata (as Brassicaceae)"
"5160","BRSOB","HELPRU",9,"Host","Helophorus rufipes (as Brassicaceae)"
"5161","BRSOB","HETDSC",9,"Host","Heterodera schachtii (as Brassica)"
"5162","BRSOB","LIRIHU",9,"Host","Liriomyza huidobrensis"
"5163","BRSOB","LIRISA",9,"Host","Liriomyza sativae"
"5164","BRSOB","LIRITR",9,"Host","Liriomyza trifolii (as Brassica)"
"5165","BRSOB","BARABR",9,"Host","Mamestra brassicae (as Brassica)"
"5166","BRSOB","MELGMY",9,"Host","Meloidogyne enterolobii"
"5167","BRSOB","MELGGC",9,"Host","Meloidogyne graminicola"
"5168","BRSOB","MELGLC",9,"Host","Meloidogyne luci"
"5169","BRSOB","PALEMA",9,"Host","Nephrotoma appendiculata (as Brassicaceae)"
"5170","BRSOB","NYSIHU",9,"Host","Nysius huttoni (as Brassica)"
"5171","BRSOB","OMOPLE",9,"Host","Omophlus lepturoides (as Brassica)"
"5172","BRSOB","OTALLA",9,"Host","Otala lactea (as Brassicaceae)"
"5173","BRSOB","PHYEAT",9,"Host","Phyllotreta atra (as Brassicaceae)"
"5174","BRSOB","PHYECR",9,"Host","Phyllotreta cruciferae (as Brassicaceae)"
"5175","BRSOB","PHMPOM",9,"Host","Phymatotrichopsis omnivora"
"5176","BRSOB","PHYYRU",9,"Host","Phytomyza rufipes (as Brassicaceae)"
"5177","BRSOB","PIERBR",9,"Host","Pieris brassicae (as Brassica)"
"5178","BRSOB","PIERBR",9,"Host","Pieris brassicae (as Brassicaceae)"
"5179","BRSOB","PLADBR",9,"Host","Plasmodiophora brassicae (as Brassica)"
"5180","BRSOB","PLADBR",9,"Host","Plasmodiophora brassicae (as Brassicaceae)"
"5181","BRSOB","LEPTMA",9,"Host","Plenodomus lingam (as Brassicaceae)"
"5182","BRSOB","PSYICH",9,"Host","Psylliodes chrysocephala (as Brassicaceae)"
"5183","BRSOB","LAPHFR",9,"Host","Spodoptera frugiperda"
"5184","BRSOB","SPODMA",9,"Host","Spodoptera mauritia (as Brassicaceae)"
"5185","BRSOB","TATOAU",9,"Host","Tatochila autodice (as Brassicaceae)"
"5186","BRSOB","TOCV00",9,"Host","Tomato chlorosis virus (as Brassica)"
"5187","BRSOB","TSWV00",9,"Host","Tomato spotted wilt virus"
"5188","BRSOB","TYLOBR",9,"Host","Tyloderma brassicae (as Brassicaceae)"
"5189","BRSOB","BAGRHI",1,"Major host","Bagrada hilaris (as Brassica)"
"5190","BRSOB","SPIRCI",6,"Wild/Weed","Spiroplasma citri (as Brassicaceae)"
"5191","PAYCP",NA,9,"Host",NA
"5192","SENBI","PBRSV0",10,"Experimental","Nepovirus solani"
"5193","SENBI","TSWV00",9,"Host","Tomato spotted wilt virus"
"5194","LEPAP","PYDV00",10,"Experimental","Alphanucleorhabdovirus tuberosum (as Brassicaceae)"
"5195","LEPAP","AGROSE",9,"Host","Agrotis segetum (as Brassicaceae)"
"5196","LEPAP","ATALCO",9,"Host","Athalia rosae (as Brassicaceae)"
"5197","LEPAP","BEMITA",9,"Host","Bemisia tabaci (as Brassicaceae)"
"5198","LEPAP","CEUTPL",9,"Host","Ceutorhynchus assimilis (as Brassicaceae)"
"5199","LEPAP","CEUTSL",9,"Host","Ceutorhynchus sulcicollis (as Brassicaceae)"
"5200","LEPAP","CONTNA",9,"Host","Contarinia nasturtii (as Brassicaceae)"
